MaPhieuDG,MaHD,DiemPhucVu,DiemViTri,DiemMonAn,DiemKhongGian,DiemGiaCa
44347,51743,5,3,2,2,3
44348,100665,5,5,5,5,2
44349,104386,4,5,5,3,2
44350,104733,3,5,3,5,2
44351,42658,5,4,5,3,4
44352,209118,4,4,2,5,5
44353,76263,2,3,2,4,2
44354,80231,3,2,2,4,5
44355,206797,5,5,3,2,3
44356,51495,3,5,5,3,4
44357,261525,2,2,5,3,3
44358,193878,3,2,2,5,3
44359,163550,5,5,5,4,5
44360,53751,2,3,5,5,5
44361,21949,5,3,4,2,2
44362,58289,2,3,5,2,5
44363,220360,5,2,5,5,2
44364,59029,2,2,2,4,4
44365,175305,3,2,3,3,4
44366,151817,3,3,4,5,4
44367,230804,2,2,3,4,2
44368,197894,5,5,2,5,2
44369,297763,5,3,3,5,4
44370,280881,2,2,5,4,2
44371,126320,3,5,2,2,3
44372,276485,2,5,2,4,2
44373,16174,5,5,5,4,3
44374,57533,4,5,3,2,5
44375,63050,5,5,3,5,5
44376,31701,4,5,3,4,5
44377,106979,3,4,4,2,2
44378,205795,5,4,4,3,3
44379,254781,2,2,2,5,2
44380,88807,4,5,2,2,2
44381,257861,2,5,3,5,2
44382,271104,4,4,3,4,5
44383,142136,4,2,3,5,3
44384,112115,5,3,3,2,3
44385,212744,5,3,2,3,3
44386,141246,5,5,4,5,3
44387,115054,3,3,3,5,3
44388,156557,5,3,3,5,5
44389,121048,2,3,3,2,3
44390,255050,2,2,3,4,5
44391,151258,3,3,5,3,4
44392,40992,4,4,2,5,4
44393,141891,2,4,5,4,3
44394,18429,4,5,2,4,4
44395,7554,4,3,3,2,3
44396,34927,4,5,5,4,3
44397,25469,5,4,3,3,4
44398,152857,3,5,5,2,5
44399,44943,4,4,3,3,5
44400,77331,2,5,5,4,2
44401,257954,3,3,4,3,5
44402,216144,2,5,4,5,4
44403,156544,2,5,4,4,4
44404,81303,4,5,3,4,2
44405,187947,3,2,3,2,5
44406,98722,2,2,3,3,5
44407,224486,3,5,3,3,3
44408,141462,5,3,3,3,5
44409,135393,4,4,3,3,5
44410,270249,3,2,5,3,4
44411,212335,2,4,3,2,5
44412,46971,3,2,2,4,4
44413,31620,4,2,2,3,4
44414,158031,4,2,5,4,3
44415,252751,3,3,5,2,5
44416,27511,5,3,3,2,4
44417,272706,5,5,5,5,2
44418,251210,5,2,2,5,3
44419,171181,2,4,2,4,5
44420,27228,5,5,5,4,4
44421,191615,5,4,5,2,4
44422,176559,5,2,5,5,4
44423,40999,3,5,2,5,5
44424,68672,2,3,4,5,4
44425,29789,4,3,5,4,2
44426,137794,5,5,3,2,2
44427,289525,4,3,3,5,3
44428,57805,3,2,4,2,2
44429,291053,2,2,4,2,4
44430,6053,2,2,3,3,2
44431,173234,3,3,4,3,5
44432,168952,5,5,5,3,2
44433,58499,4,2,2,5,3
44434,189530,5,2,3,5,3
44435,43874,3,4,3,5,5
44436,41060,2,5,2,3,4
44437,175185,2,3,3,4,5
44438,231215,5,3,5,2,2
44439,227999,2,4,2,5,3
44440,170137,5,2,4,2,5
44441,17399,2,2,5,5,2
44442,206095,4,3,3,4,3
44443,268786,5,5,5,2,4
44444,54592,2,2,2,3,2
44445,19423,3,3,2,5,3
44446,107722,5,3,4,3,3
44447,175743,4,3,2,3,5
44448,109724,2,4,4,5,5
44449,5970,5,5,5,3,3
44450,71994,5,5,4,2,4
44451,99172,4,3,4,3,4
44452,209417,2,4,4,3,3
44453,21012,2,5,2,4,5
44454,294193,2,3,2,2,2
44455,121197,3,4,3,3,2
44456,106579,5,4,2,4,4
44457,58017,4,2,3,2,3
44458,182453,4,3,5,5,2
44459,741,2,4,5,5,5
44460,171091,4,3,3,5,2
44461,196736,4,5,3,5,2
44462,215329,3,2,4,2,4
44463,232590,4,4,5,5,2
44464,61953,3,2,5,2,3
44465,18246,4,3,4,4,4
44466,48055,4,3,4,2,5
44467,103548,3,2,4,5,5
44468,212472,2,2,2,5,5
44469,265578,5,4,2,5,4
44470,113888,5,2,2,5,5
44471,152594,2,2,4,2,5
44472,274414,3,5,2,3,5
44473,106434,3,2,3,4,4
44474,108514,2,5,4,5,3
44475,155633,3,5,5,3,5
44476,108566,2,2,2,3,2
44477,95517,3,4,4,2,2
44478,33472,3,4,2,3,3
44479,148879,3,4,5,5,4
44480,100768,3,5,4,4,4
44481,20400,2,4,5,4,4
44482,78476,3,4,4,4,2
44483,230380,4,4,3,4,4
44484,140407,4,4,3,2,4
44485,71454,2,5,5,3,4
44486,280363,4,2,3,3,4
44487,208734,3,5,3,4,3
44488,29413,5,3,2,2,2
44489,226790,5,2,4,2,2
44490,16275,5,5,4,5,5
44491,94386,2,5,4,2,3
44492,153699,2,2,4,3,3
44493,69043,5,4,2,5,4
44494,184910,3,5,4,2,4
44495,77772,4,5,3,2,3
44496,168935,4,3,5,5,2
44497,271750,5,2,2,3,4
44498,30953,5,2,4,2,5
44499,259069,4,2,5,2,4
44500,259225,4,3,5,5,2
44501,172002,2,4,3,2,2
44502,282983,3,4,5,4,5
44503,234084,5,5,5,3,3
44504,219935,4,2,2,5,4
44505,170264,3,3,3,3,3
44506,243520,3,2,2,3,3
44507,49461,2,3,2,4,3
44508,69434,5,5,4,5,3
44509,40692,2,3,4,4,2
44510,276395,2,2,3,4,2
44511,20540,4,3,4,4,4
44512,103842,2,4,4,5,3
44513,94880,5,4,3,4,4
44514,21368,5,4,2,3,4
44515,278867,2,5,3,5,3
44516,296208,4,5,3,2,4
44517,235191,5,2,3,4,3
44518,176979,3,2,4,2,3
44519,288366,4,2,5,4,3
44520,283087,3,4,3,5,4
44521,29532,2,5,3,2,3
44522,259861,2,2,4,3,3
44523,48111,5,2,3,5,4
44524,178027,4,3,4,2,5
44525,163142,3,5,5,3,2
44526,71481,2,5,4,3,3
44527,227127,3,5,2,2,3
44528,21713,3,4,2,5,4
44529,209744,4,4,3,2,4
44530,252100,2,4,3,3,4
44531,198395,5,4,4,5,3
44532,153377,3,5,3,3,5
44533,256479,2,3,4,5,3
44534,182058,3,5,5,4,2
44535,279515,2,3,4,2,5
44536,19929,2,4,5,5,2
44537,220720,4,3,2,2,4
44538,174418,5,4,3,5,4
44539,84149,3,2,2,5,5
44540,50457,3,2,3,2,5
44541,206057,3,2,2,5,2
44542,208961,5,5,4,4,2
44543,88933,2,5,5,2,3
44544,77788,5,2,3,3,2
44545,101262,5,3,2,2,2
44546,202968,3,4,2,2,2
44547,125277,3,5,5,2,2
44548,65499,2,2,2,3,4
44549,277734,4,5,4,3,5
44550,82239,2,5,5,5,5
44551,139658,4,4,3,5,4
44552,124181,3,3,2,3,5
44553,68000,5,3,4,3,5
44554,265384,2,3,3,3,5
44555,19468,5,2,5,4,2
44556,229248,5,4,4,2,2
44557,236908,3,5,5,3,4
44558,70956,3,5,4,3,3
44559,159452,4,3,5,4,5
44560,132405,3,5,4,4,4
44561,295508,4,3,5,2,2
44562,267724,2,3,5,3,2
44563,122636,4,3,5,3,3
44564,298490,3,4,2,5,2
44565,60619,4,2,5,3,2
44566,177917,3,2,4,4,3
44567,56318,5,3,3,5,2
44568,168494,2,3,5,2,4
44569,255986,4,5,2,4,2
44570,167149,4,2,4,4,3
44571,182611,5,4,5,5,3
44572,101244,2,2,3,3,5
44573,8817,4,2,2,4,3
44574,293195,3,4,4,3,3
44575,166901,5,3,3,3,3
44576,164376,5,4,2,4,3
44577,168123,5,3,4,4,2
44578,6734,5,2,5,5,5
44579,13075,2,2,4,5,5
44580,123855,4,2,3,5,2
44581,110233,3,4,5,4,2
44582,58396,4,3,4,4,4
44583,234614,4,4,3,4,3
44584,291151,2,5,4,4,4
44585,155721,5,5,2,2,5
44586,250907,3,3,4,3,4
44587,200821,5,4,5,3,4
44588,98403,5,4,2,4,3
44589,120028,2,5,5,3,3
44590,116264,3,3,3,2,2
44591,221345,4,3,4,5,3
44592,44727,2,2,2,5,3
44593,46876,2,2,4,2,5
44594,120653,4,5,5,2,4
44595,229129,5,5,2,4,3
44596,228016,4,5,4,3,2
44597,132991,3,3,5,3,4
44598,187616,5,2,4,3,4
44599,116627,3,2,5,2,5
44600,64837,2,5,3,5,2
44601,109048,3,5,2,5,4
44602,190687,4,5,5,3,2
44603,18778,5,5,4,3,5
44604,112674,3,2,4,2,5
44605,159163,2,3,4,5,3
44606,172435,5,4,4,4,4
44607,222852,5,5,5,3,3
44608,218039,3,3,3,2,2
44609,115885,2,4,2,2,2
44610,53708,4,4,4,3,5
44611,61594,4,5,3,4,5
44612,236882,3,5,5,2,2
44613,109395,4,4,2,5,2
44614,92800,2,2,4,4,2
44615,87033,4,2,3,2,4
44616,252265,3,3,5,4,4
44617,275374,5,3,5,4,5
44618,90939,4,2,5,2,2
44619,293767,3,4,3,3,3
44620,8840,5,4,2,2,4
44621,61389,4,5,3,3,3
44622,221965,4,4,3,2,2
44623,137994,2,4,5,2,5
44624,86995,2,3,4,4,4
44625,126385,5,5,3,5,3
44626,259426,4,2,2,3,4
44627,234342,4,2,5,3,5
44628,26910,4,2,3,4,4
44629,65961,4,4,3,3,2
44630,268499,4,5,2,5,3
44631,164905,4,3,5,2,5
44632,9485,4,2,2,4,2
44633,291611,2,2,4,4,3
44634,51604,5,5,4,3,3
44635,162963,2,3,3,3,4
44636,111082,5,3,3,4,4
44637,255283,3,5,2,4,2
44638,179595,5,5,5,2,5
44639,54171,2,2,2,5,3
44640,114105,5,4,4,4,2
44641,17381,3,5,3,3,3
44642,286165,2,5,3,5,5
44643,267718,5,3,3,4,3
44644,13650,2,5,3,4,5
44645,72625,2,2,4,2,5
44646,998,5,5,5,5,4
44647,117536,2,5,2,2,5
44648,196308,3,4,5,3,4
44649,77113,5,4,3,3,2
44650,210101,4,2,5,5,2
44651,189945,3,5,2,4,3
44652,207260,4,5,2,2,5
44653,75310,5,2,3,3,5
44654,76729,5,4,5,3,2
44655,139672,2,5,3,3,5
44656,182269,2,5,3,3,5
44657,104183,3,3,5,3,5
44658,101662,2,5,2,3,3
44659,286800,5,4,5,5,2
44660,100372,2,5,3,5,5
44661,268155,3,2,5,2,3
44662,28194,5,3,3,3,3
44663,260152,2,3,4,2,5
44664,45948,2,2,5,3,5
44665,290234,2,4,4,3,3
44666,150835,2,3,4,2,4
44667,139175,5,4,2,3,3
44668,83669,5,3,2,3,4
44669,218964,3,4,3,5,3
44670,224312,2,3,5,2,3
44671,41173,5,5,5,5,3
44672,989,2,3,3,5,3
44673,258690,4,2,4,3,3
44674,295682,4,3,5,4,3
44675,195765,2,5,5,3,4
44676,268384,5,3,5,3,3
44677,3953,3,3,5,2,4
44678,44972,5,3,5,5,2
44679,4926,2,4,4,3,2
44680,292322,2,5,3,4,3
44681,292315,2,2,4,4,2
44682,80867,2,2,5,5,2
44683,178764,4,3,5,3,4
44684,218747,5,4,2,4,5
44685,108334,5,2,5,2,4
44686,41930,3,2,3,3,5
44687,241616,4,5,4,2,5
44688,207662,5,4,4,2,4
44689,212615,4,2,2,4,4
44690,189838,4,3,2,3,5
44691,42984,3,5,3,2,2
44692,242702,4,5,4,2,4
44693,29848,2,5,4,2,5
44694,69257,5,4,2,4,3
44695,150651,3,2,3,5,4
44696,155322,2,5,2,3,3
44697,211065,5,3,3,4,2
44698,220542,5,2,5,5,4
44699,14663,2,2,2,5,2
44700,203895,5,2,4,4,2
44701,94170,4,2,5,2,2
44702,108582,4,2,5,2,3
44703,235694,4,5,3,5,2
44704,237185,5,5,2,3,3
44705,195395,3,4,5,5,4
44706,254641,3,5,5,3,4
44707,123892,3,5,2,3,2
44708,175763,5,4,3,5,4
44709,147214,2,2,2,2,5
44710,109963,5,2,3,3,5
44711,189717,2,3,5,2,5
44712,8397,2,5,3,3,5
44713,126314,2,3,4,2,5
44714,106528,3,2,2,5,4
44715,11955,4,5,2,5,2
44716,231254,3,4,3,4,2
44717,225363,5,4,2,4,3
44718,98398,3,2,2,2,2
44719,178560,5,3,3,3,5
44720,297021,4,4,2,4,3
44721,277697,5,4,2,3,2
44722,95221,2,5,5,3,3
44723,46256,4,5,3,5,2
44724,63735,5,3,4,2,2
44725,59993,2,3,4,4,2
44726,240645,2,2,5,4,2
44727,164508,3,4,2,2,2
44728,30814,4,5,4,2,3
44729,224744,2,3,5,2,3
44730,104473,5,2,4,4,4
44731,136114,2,5,2,5,4
44732,106084,4,3,2,2,4
44733,264872,5,2,5,5,4
44734,256003,2,2,3,4,3
44735,227495,5,5,5,3,5
44736,7889,5,4,2,4,3
44737,218469,4,3,4,4,3
44738,139587,3,3,4,4,3
44739,214616,5,3,3,2,4
44740,246591,5,5,3,4,4
44741,154007,5,5,3,5,3
44742,36646,2,4,2,2,2
44743,287109,4,4,3,5,5
44744,6414,2,2,5,4,2
44745,144550,5,3,5,4,2
44746,147960,4,3,3,5,5
44747,160095,4,4,4,3,2
44748,168247,4,4,5,4,4
44749,208248,5,2,5,4,2
44750,116306,4,3,3,5,5
44751,297233,3,2,3,3,2
44752,207240,5,2,2,3,3
44753,47241,5,3,3,4,3
44754,257987,2,2,3,4,4
44755,112478,5,4,3,4,2
44756,186784,2,3,4,4,2
44757,106518,2,5,5,5,5
44758,189965,3,2,2,2,5
44759,150434,3,4,5,3,3
44760,723,3,5,4,2,2
44761,267473,4,5,2,4,3
44762,147697,5,2,4,2,2
44763,275389,2,2,5,4,3
44764,147654,4,3,5,5,4
44765,182983,2,5,3,5,5
44766,203499,5,4,3,2,3
44767,84784,3,4,4,3,3
44768,195142,2,5,4,2,4
44769,202285,3,5,3,3,3
44770,66280,4,4,2,4,2
44771,146079,4,4,5,5,3
44772,298425,2,2,2,2,2
44773,49622,2,5,2,3,2
44774,200205,3,2,3,4,4
44775,130592,3,2,5,4,4
44776,249341,5,3,4,2,2
44777,90952,3,3,2,3,2
44778,185761,3,5,5,2,4
44779,15638,4,4,2,3,3
44780,88714,2,3,5,3,2
44781,295722,5,5,2,5,3
44782,21129,5,2,4,4,2
44783,54686,2,3,3,4,2
44784,71268,3,5,5,5,5
44785,210759,3,2,3,4,3
44786,40923,5,2,4,2,4
44787,259294,5,3,4,4,2
44788,173346,2,5,2,3,4
44789,154249,4,4,3,2,2
44790,212538,2,4,3,5,5
44791,44671,2,4,3,2,4
44792,134035,4,2,5,3,3
44793,124508,2,2,5,3,5
44794,269472,5,5,2,2,4
44795,40181,2,3,3,2,2
44796,162404,2,4,3,5,2
44797,103032,3,4,5,2,4
44798,250914,4,4,3,4,2
44799,183734,3,2,5,4,5
44800,109400,5,4,3,2,4
44801,253824,2,4,4,2,5
44802,242360,5,3,5,4,2
44803,217966,2,3,2,5,5
44804,75225,2,2,5,2,3
44805,133514,2,3,5,2,3
44806,205905,3,2,4,5,3
44807,257884,2,2,3,4,2
44808,234180,5,5,3,5,2
44809,79610,3,2,3,2,2
44810,286412,4,2,2,2,3
44811,20823,2,5,4,5,3
44812,105597,5,4,5,3,3
44813,265317,2,4,5,5,4
44814,235463,5,3,4,3,4
44815,201392,5,2,5,5,5
44816,120690,3,5,2,3,3
44817,97519,4,3,5,4,5
44818,245419,4,3,2,4,3
44819,2594,5,4,4,2,5
44820,178296,4,5,4,2,3
44821,252285,2,4,3,2,3
44822,2816,5,4,2,5,5
44823,294730,4,5,4,3,5
44824,34516,4,2,3,2,3
44825,84681,4,3,3,2,3
44826,66564,4,3,2,3,2
44827,84648,4,2,4,5,4
44828,131312,5,5,4,5,4
44829,187235,2,2,5,2,3
44830,183769,5,2,3,3,2
44831,119861,2,3,2,2,2
44832,245258,4,4,3,2,4
44833,223511,4,4,3,2,4
44834,202703,4,3,4,5,3
44835,207496,2,5,3,5,2
44836,218294,4,4,3,4,4
44837,128707,3,5,5,3,4
44838,252327,3,3,3,3,3
44839,64080,4,2,5,2,2
44840,119721,5,2,2,2,5
44841,150776,4,2,3,3,5
44842,166010,5,2,4,2,5
44843,142403,5,4,2,3,5
44844,117199,4,2,4,5,3
44845,237408,4,2,3,5,3
44846,248126,5,5,2,3,3
44847,48200,4,3,3,5,4
44848,234125,3,5,5,5,2
44849,71007,2,4,4,4,2
44850,193310,4,4,4,2,4
44851,8557,4,5,3,5,4
44852,85475,2,2,5,2,2
44853,161271,2,2,2,3,5
44854,34351,2,5,2,3,2
44855,293912,3,3,3,4,2
44856,170740,4,5,2,2,2
44857,19863,3,4,3,5,4
44858,131283,4,2,5,5,5
44859,246823,3,4,3,5,4
44860,297446,2,4,5,3,5
44861,195291,4,4,5,2,3
44862,67825,5,5,3,3,5
44863,56638,5,3,2,5,4
44864,102995,3,4,3,3,3
44865,139727,3,2,4,4,5
44866,24682,3,4,3,2,3
44867,40044,5,2,5,2,3
44868,52074,4,3,4,2,5
44869,259220,5,5,2,5,3
44870,244026,3,2,3,3,3
44871,283980,5,3,3,5,4
44872,184103,2,3,5,5,5
44873,86258,2,2,2,2,2
44874,197355,5,4,4,2,5
44875,8254,2,3,4,4,3
44876,165126,3,3,5,3,5
44877,47876,4,2,2,3,3
44878,153534,2,3,5,3,4
44879,930,5,2,2,4,3
44880,263015,4,5,2,5,2
44881,158681,3,3,3,3,4
44882,175109,3,2,4,4,3
44883,185368,3,4,4,4,2
44884,164612,4,5,4,4,5
44885,288102,5,2,3,2,3
44886,242424,3,4,3,2,5
44887,134060,3,2,3,5,2
44888,225099,5,2,4,4,4
44889,273690,4,4,4,4,5
44890,45716,2,4,2,3,3
44891,82473,2,3,3,4,5
44892,108587,3,3,5,4,3
44893,109234,2,5,2,5,5
44894,181344,5,5,3,2,3
44895,249489,5,5,2,2,2
44896,76955,2,3,3,4,3
44897,11011,4,2,4,3,3
44898,263039,4,5,3,2,5
44899,239132,4,4,5,4,5
44900,250949,4,3,3,4,2
44901,99448,2,5,5,5,4
44902,226346,5,3,5,3,4
44903,173207,2,3,5,3,2
44904,171516,3,5,2,4,4
44905,11003,5,5,2,5,3
44906,81109,4,2,3,4,2
44907,88851,2,4,2,5,3
44908,67245,5,2,3,4,4
44909,199292,2,2,5,5,5
44910,104156,4,3,2,2,3
44911,94561,3,5,4,4,2
44912,129163,2,4,5,3,4
44913,36754,4,2,4,5,2
44914,113252,2,4,2,5,2
44915,87623,4,4,4,5,4
44916,189729,4,3,4,5,5
44917,178330,5,2,4,3,4
44918,251458,5,3,2,4,4
44919,188584,2,4,3,2,2
44920,16834,2,2,2,2,3
44921,111411,5,5,2,4,2
44922,242363,2,4,3,2,4
44923,246271,4,3,5,3,2
44924,241986,5,4,4,4,2
44925,79850,2,3,4,3,5
44926,22953,5,3,3,5,4
44927,64816,3,2,5,3,2
44928,79877,5,5,2,2,4
44929,282887,2,5,3,4,2
44930,87019,4,2,4,2,2
44931,230945,4,2,3,2,4
44932,162694,4,5,3,4,3
44933,268947,2,5,5,4,3
44934,126055,5,2,4,2,3
44935,100760,3,2,3,5,4
44936,145994,5,4,3,3,5
44937,222819,4,5,2,4,2
44938,117166,5,4,2,2,5
44939,281932,2,5,5,3,3
44940,268263,3,4,4,2,5
44941,239094,4,5,2,2,2
44942,88374,2,4,5,2,5
44943,3523,3,2,3,4,4
44944,87339,4,4,4,4,3
44945,175816,2,3,5,3,3
44946,57847,2,2,3,4,2
44947,231928,4,5,5,4,4
44948,102566,5,2,3,2,3
44949,183676,2,2,4,3,3
44950,58002,2,3,3,4,5
44951,14181,5,3,3,5,4
44952,5502,3,2,5,3,4
44953,240078,4,2,5,4,3
44954,109412,2,5,5,2,2
44955,30893,2,2,4,2,4
44956,282808,5,4,2,4,3
44957,150784,4,2,4,3,2
44958,134512,4,2,2,3,3
44959,201448,3,3,2,3,3
44960,107508,2,5,3,4,4
44961,49031,5,3,2,3,4
44962,202836,4,4,4,2,4
44963,286083,3,2,3,2,2
44964,148130,3,5,2,2,5
44965,101151,2,3,4,3,3
44966,270176,4,4,4,2,4
44967,250985,5,4,3,3,3
44968,229811,5,2,4,2,2
44969,218029,5,5,4,2,2
44970,120636,2,3,5,3,3
44971,86485,5,2,5,4,2
44972,102338,5,5,4,4,4
44973,181419,3,2,4,3,4
44974,84941,2,4,4,4,5
44975,100042,4,5,2,3,2
44976,192883,5,2,3,3,4
44977,170577,4,4,5,2,2
44978,69882,5,3,3,3,4
44979,142567,2,4,4,2,3
44980,43409,4,2,5,3,4
44981,184786,2,2,4,2,5
44982,291164,3,5,4,2,5
44983,136003,2,3,3,3,4
44984,291012,5,2,2,5,4
44985,224343,2,2,2,3,3
44986,32173,5,4,4,3,5
44987,213115,2,3,3,2,5
44988,104053,3,4,2,4,2
44989,85003,5,3,5,5,5
44990,116303,3,2,3,4,4
44991,101564,5,4,3,3,5
44992,40205,5,4,2,4,3
44993,53554,3,2,4,4,2
44994,242950,3,5,5,4,4
44995,14307,2,2,4,2,2
44996,110850,4,2,2,4,4
44997,80357,5,2,3,3,3
44998,175302,4,5,5,3,2
44999,212407,4,4,4,4,4
45000,162179,4,4,4,4,5
45001,220993,2,3,5,3,3
45002,283230,4,5,3,5,3
45003,8281,5,4,5,3,4
45004,172598,2,3,5,2,3
45005,102687,5,4,3,3,5
45006,144566,5,5,2,4,4
45007,138453,4,3,5,5,2
45008,202878,2,3,5,3,5
45009,26809,4,3,3,3,4
45010,87457,3,2,5,4,2
45011,289874,4,5,5,5,5
45012,277036,3,3,5,2,5
45013,22307,2,3,2,4,5
45014,3431,2,2,3,2,3
45015,211638,3,5,5,3,4
45016,186241,3,2,3,4,5
45017,50503,4,5,3,5,5
45018,171579,2,3,4,2,3
45019,147560,4,4,3,3,3
45020,153959,5,4,3,2,5
45021,230451,5,5,5,2,2
45022,299155,2,3,4,4,2
45023,273554,2,5,3,5,2
45024,263188,2,5,4,3,4
45025,246019,4,3,5,5,3
45026,58483,4,2,3,2,5
45027,180039,4,3,4,2,2
45028,78026,5,2,2,4,5
45029,80047,5,3,5,3,2
45030,237826,3,4,4,2,3
45031,157095,4,5,3,3,3
45032,15530,4,2,5,5,4
45033,42370,3,3,3,2,5
45034,34637,5,2,3,3,2
45035,121354,3,3,4,4,4
45036,57739,3,3,5,4,3
45037,100528,2,2,2,2,2
45038,194683,5,2,2,2,5
45039,31624,3,4,2,3,5
45040,64939,2,3,2,3,2
45041,205916,3,4,3,2,2
45042,216115,4,5,5,5,5
45043,118292,4,2,5,3,2
45044,102817,5,5,5,5,4
45045,150026,5,2,4,2,4
45046,282314,4,3,2,2,3
45047,294927,3,5,2,5,2
45048,263550,5,5,2,4,5
45049,164150,5,4,3,2,5
45050,9268,3,3,2,2,5
45051,98354,2,4,5,4,5
45052,180258,3,3,2,3,5
45053,7304,4,3,2,3,3
45054,28777,2,4,5,5,4
45055,51031,4,2,3,3,2
45056,3430,3,4,4,5,4
45057,43103,4,3,5,4,2
45058,258380,5,3,3,2,4
45059,34938,2,2,2,4,4
45060,50398,4,5,5,5,2
45061,153239,2,4,5,4,2
45062,286691,5,5,5,4,4
45063,199684,4,4,3,3,5
45064,179915,3,3,5,5,5
45065,130220,5,4,4,4,4
45066,195613,2,4,4,2,5
45067,114945,4,2,2,3,2
45068,35767,4,2,4,5,5
45069,292396,2,3,2,3,5
45070,44291,4,2,2,3,3
45071,91719,5,2,2,3,3
45072,205194,2,4,2,4,2
45073,57441,3,3,5,4,3
45074,96551,3,2,4,4,2
45075,239960,5,5,2,2,3
45076,147287,2,4,4,4,2
45077,126746,5,2,5,5,3
45078,102049,4,5,3,5,3
45079,76228,5,4,4,2,4
45080,27319,5,4,4,2,4
45081,19303,4,4,4,4,2
45082,15658,2,3,2,2,5
45083,119680,3,5,2,2,5
45084,179293,5,4,2,3,4
45085,38127,2,2,5,3,3
45086,6201,5,5,4,3,5
45087,51277,2,5,3,3,4
45088,283306,4,2,4,5,5
45089,228292,2,3,3,5,2
45090,72786,4,5,2,4,3
45091,153248,3,4,5,2,4
45092,59937,3,4,5,2,3
45093,269452,2,4,3,5,3
45094,277898,3,5,3,4,2
45095,101738,4,4,3,5,4
45096,55872,4,2,5,5,5
45097,293303,5,5,2,4,2
45098,172513,3,3,5,5,3
45099,282200,2,5,2,5,4
45100,162312,3,4,4,5,5
45101,144302,2,2,3,2,4
45102,290665,3,3,4,2,3
45103,232757,4,2,5,5,4
45104,169890,2,2,4,5,2
45105,121079,5,3,4,3,2
45106,106650,3,3,2,2,3
45107,5717,5,2,2,5,2
45108,72631,3,4,2,5,2
45109,41751,2,5,3,4,2
45110,82781,4,2,3,2,2
45111,14245,2,2,2,5,3
45112,130063,4,3,3,3,5
45113,28855,3,4,4,4,5
45114,258287,2,2,3,5,4
45115,29162,4,4,4,5,3
45116,208310,2,3,2,3,3
45117,214831,5,2,4,5,5
45118,71026,2,4,3,2,5
45119,43717,2,2,2,4,5
45120,80693,2,3,2,3,3
45121,283320,5,5,3,3,3
45122,122570,2,4,5,5,5
45123,105525,5,2,3,5,5
45124,58268,4,2,3,3,3
45125,165982,5,5,4,5,3
45126,231760,2,2,4,4,4
45127,229067,2,3,3,2,2
45128,12135,3,3,5,4,3
45129,76164,5,5,2,2,5
45130,182608,5,4,2,4,5
45131,89210,4,3,3,3,5
45132,83315,2,5,2,4,3
45133,67790,3,3,3,3,2
45134,222664,2,3,5,3,5
45135,255189,3,4,5,4,2
45136,173903,5,5,2,2,3
45137,46367,5,5,4,5,5
45138,282494,2,3,4,2,3
45139,99437,5,5,3,2,5
45140,13470,4,2,3,3,2
45141,209528,2,3,2,4,5
45142,11543,3,3,3,5,3
45143,252415,3,4,4,5,4
45144,73375,5,4,5,3,4
45145,65562,5,5,2,2,2
45146,9133,5,3,3,3,5
45147,106336,4,2,2,3,3
45148,96717,3,4,5,5,5
45149,238106,2,2,4,3,2
45150,28017,2,2,5,2,4
45151,215477,3,5,5,2,2
45152,159363,2,5,3,3,2
45153,136165,4,5,4,4,4
45154,268854,2,5,4,3,3
45155,209776,4,2,5,5,3
45156,168594,4,3,4,4,3
45157,121344,5,3,3,5,2
45158,257971,2,2,2,3,2
45159,122472,3,5,3,3,3
45160,135446,4,3,2,2,4
45161,156810,2,3,3,5,3
45162,59805,4,5,4,5,4
45163,58117,2,5,3,4,2
45164,49972,5,2,3,3,3
45165,99977,5,4,4,4,2
45166,40952,5,5,2,5,3
45167,254709,3,2,2,4,5
45168,91784,3,2,4,3,5
45169,244234,3,2,5,4,4
45170,42326,5,3,3,5,4
45171,109944,5,5,5,3,2
45172,101972,5,2,2,5,5
45173,141020,2,3,3,3,2
45174,34357,4,3,2,2,3
45175,1873,4,3,2,4,3
45176,179635,3,2,3,3,5
45177,168487,4,5,5,2,2
45178,91395,5,2,2,3,4
45179,227111,4,4,4,5,2
45180,292717,5,3,2,5,2
45181,44830,2,5,4,4,4
45182,218216,4,3,3,2,3
45183,14214,4,5,5,2,3
45184,261403,5,5,2,4,3
45185,253422,4,3,3,3,2
45186,130302,4,3,5,2,3
45187,297361,2,3,2,4,3
45188,222723,4,2,2,5,5
45189,139347,5,5,4,3,4
45190,217551,4,3,4,3,5
45191,128164,4,4,4,4,5
45192,179605,5,4,5,5,5
45193,73909,5,4,5,2,2
45194,77603,3,4,2,2,3
45195,285185,3,4,3,4,2
45196,72770,2,2,5,3,2
45197,139516,5,4,2,4,4
45198,169494,4,4,3,5,5
45199,150186,2,4,2,4,5
45200,219680,5,5,2,3,2
45201,45161,3,5,5,2,5
45202,151295,4,5,3,2,3
45203,124397,4,4,4,5,2
45204,72343,5,4,3,2,5
45205,265193,3,4,2,3,4
45206,163358,2,5,2,3,2
45207,38132,3,3,5,3,4
45208,123700,2,5,2,4,2
45209,247704,5,5,5,3,4
45210,263934,5,5,3,5,5
45211,139768,4,2,3,2,4
45212,228035,3,2,4,5,3
45213,73766,5,2,2,4,4
45214,43535,4,2,5,2,2
45215,253278,3,3,5,5,2
45216,64164,2,4,3,3,5
45217,48330,3,5,3,2,5
